,nor_esm2,cnrm_esm2_1,mpi_esm1_2,miroc6,access_esm1_5,can_esm5,mri_esm2_0,model_mean
2078-12-31,0.66586524,0.71573263,0.58951026,0.93862486,0.39641884,0.015043604,0.65427965,0.62799513
2079-12-31,0.66961294,0.7097062,0.5842439,0.9375634,0.31024003,0.015043604,0.6483789,0.61287004
2080-12-31,0.6667988,0.70375323,0.5803678,0.9359295,0.32081324,0.019898072,0.64112604,0.61131257
2081-12-31,0.6561353,0.7004033,0.592985,0.9347386,0.3483941,0.023306062,0.6314122,0.61413586
2082-12-31,0.6536213,0.7000074,0.6070823,0.9332517,0.3323022,0.014516118,0.6253467,0.6123635
2083-12-31,0.6559891,0.69952226,0.6122548,0.9308732,0.3491709,0.01104822,0.6189018,0.61480385
2084-12-31,0.65155226,0.6917497,0.6193895,0.9287269,0.3549218,0.0072083934,0.615248,0.61365026
2085-12-31,0.6318114,0.6864854,0.6001189,0.92548907,0.34382024,0.003134084,0.6086339,0.6029906
2086-12-31,0.6216437,0.68435854,0.6080761,0.9237519,0.34586343,0.0,0.60092425,0.6013407
2087-12-31,0.6245964,0.6766928,0.6127171,0.92324567,0.3547029,0.003760901,0.59257585,0.6015661
2088-12-31,0.6323036,0.6664908,0.6084408,0.9211848,0.34833553,0.008276526,0.5856718,0.59819394
2089-12-31,0.6269501,0.66064006,0.5887555,0.9184564,0.33511385,0.024406971,0.57900876,0.59048414
2090-12-31,0.62443906,0.64635974,0.5701475,0.91471595,0.32464746,0.015676413,0.5738776,0.58076996
2091-12-31,0.6241266,0.63819057,0.5695314,0.9131102,0.30466634,0.0076007275,0.5675889,0.57461184
2092-12-31,0.6117871,0.6316284,0.5801741,0.91177464,0.29011315,0.007521802,0.5609089,0.57003427
2093-12-31,0.6077048,0.62310547,0.5699451,0.90839463,0.29396012,0.006581577,0.55470866,0.5651866
